review_id,order_id,review_score,review_comment_title,review_comment_message,review_creation_date,review_answer_timestamp
3a3ea86822a881a0e7c2245b37472eb9,02bd92abe094825e0683bacaacb64285,5,,,2017-12-15 00:00:00,2017-12-15 21:51:08
33dd28d996a4f17112cdacd7bbded8f8,1e94bea629f2a9ad149fc751e9880aab,5,,,2017-10-10 00:00:00,2017-10-12 22:43:35
715742f4ae2149e82ead981971912530,73863aca434e1d117e45109bea6f1937,1,,,2018-08-17 00:00:00,2018-08-17 05:21:43
ef73c7836d8a58bb4d03c816b73230ea,1d96a7c14a9528634756937849d8467d,3,,,2018-01-31 00:00:00,2018-01-31 21:49:35
d47fc43c8cd140d66190c178ecfb438d,3757dc827b45811e32f858867877df67,2,,decepcionado,2017-09-20 00:00:00,2017-09-21 23:01:30
b04bb28827ffa26870431840b2829f1c,96b8bacb04c05e3e178f33bf738f357b,3,,,2018-01-17 00:00:00,2018-01-17 23:00:28
57b95e70db33ca1f983ac8d08df711b5,50f39d306a35f31046305de54b1527ec,5,,,2018-04-17 00:00:00,2018-04-18 01:35:30
f7eb8792e67d53e01a224bfa9b6802b2,a0f2f8b0523207a13f02225bc812ed23,1,Horrível,"Cancelaram a minha compra um dia antes da entrega, liguei para a lannister e os atendentes não sabiam o que estava acontecendo, uma bagunça, agora estou esperando para ver se vai ser cobrado",2018-08-05 00:00:00,2018-08-05 09:27:55
84ae94ac7146889400b0c58f5baa7cde,39841bda2ced6b58fb455964b6ad0f05,1,,,2017-07-08 00:00:00,2017-07-08 15:56:35
96ee030286f50f61c6d199bdfaa5573d,7920529b8621a433718e66c72a763bdc,1,,", muito ruim ! ",2017-11-29 00:00:00,2017-11-29 21:28:39
6280ca6a9e8c3a56b668ec8c5396caaf,534a0fbe91a806a1dc6bf09b497e3d6f,1,,Passou dos dias previstos.,2018-02-09 00:00:00,2018-02-14 04:13:49
9e325bcfa22c4820da7d4f165c7dd49f,ab25d035abca0cb6c74fff900e926246,1,,,2018-04-27 00:00:00,2018-04-27 12:17:46
225f4f306d90cbc502d3c781d3015ed2,38c0b09e36d478fb62769ec5701e0e92,5,,,2018-04-27 00:00:00,2018-04-30 13:04:22
a0a641414ff718ca079b3967ef5c2495,169d7e0fd71d624d306f132acd791cbe,5,,,2018-03-04 00:00:00,2018-03-06 20:12:53
5d6f9cddc8335878d8bf20c3bd4602e8,38fc895ea0a2aa253a46a6fdbb65aaf5,5,mega recomendo,"Recebi meu produto corretamente e dentro do prazo,verificando na caixa esta tudo correto,mas ainda não montei.Produto lindo,cor perfeita,amamos.
SUPER RECOMENDO.",2018-08-10 00:00:00,2018-08-11 12:59:16
2e21bb397364fa799a4a1609fd2e6e3b,9d7f2c9f33008498700ffdc3162878fb,5,,ótimo chegou bem antes do prazo .,2017-09-01 00:00:00,2017-09-04 20:46:52
b54c1776f5955ced2f54c711c665a025,520a772c685704aec515546f7a098ea9,1,,Nem fizeram a nota fiscal ,2018-01-30 00:00:00,2018-01-30 02:34:26
7509021b9e9ee54c57408792e0a91d5b,fb085529373f03634a84fa2358deedcd,5,,,2018-05-07 00:00:00,2018-05-10 07:37:59
5159ec80ded330546c2f4a3d23c911d2,5420abaef4ca382f6916df704a0d54b0,5,,"Pré treino muito bom, um dos melhores do mercado, se não for o melhor. ",2017-10-07 00:00:00,2017-10-07 23:01:25
6abea4c4b1531bbec985bb7d12100084,b296bc0dc4e73e99c3f6196a1b97b9aa,5,,,2018-04-13 00:00:00,2018-04-15 16:12:13
6d7d0a5e33c92adf782b137720eeefa6,d9aefa5d4ccd369c783f5121e069a470,5,produto fraco ,quanto ao site não tenho o que questionar! sempre cumprem super o combinado ... recomendo sempre! mas o produto é fraco.. ,2018-05-11 00:00:00,2018-05-14 12:04:52
841be81ef8745f0be793d1f6a2d659e2,6c93ca822cc626b24dfbda211ce26e53,3,,,2018-02-24 00:00:00,2018-02-27 01:53:56
f96d1a466e5ab6e27fdc40c535ce622a,41af01777ef42cf0c9fd74b31dccb367,3,,,2017-03-04 00:00:00,2017-03-07 15:59:25
ff9f8a64551756628d32142775149748,b5c0376b6e5f1f85b97037f72d2424f3,5,,,2018-05-31 00:00:00,2018-06-02 21:42:50
505a882ba08a689682a4afc6eb4e5965,1c308eca3f339414a92e518e2a2e5ee9,2,,,2017-12-28 00:00:00,2017-12-31 20:25:02
8fa0fe324426c676a8989ec7815a036c,7758cf0b4302587a9628d90b58d56dd8,1,,,2017-03-23 00:00:00,2017-03-23 18:31:14
81bd904318b21a7a431fb17333d6d75f,b63d5080c2de46861754004d25ae9362,5,,,2017-08-17 00:00:00,2017-08-18 12:30:36
81648dc10c6e3f763cdc0dbcd073d055,6e7e891760708803a2f4203981f2d69d,1,,,2017-03-19 00:00:00,2017-03-21 13:32:54
1ff86f2ca823caab2e02507d2633081d,69ffbfbfbabf0d4360c4deb0632b6f1a,1,,"Gostaria de saber quando chegará meu produto?
Pois já se passou a data prevista para entrega , gostaria de uma resposta estou aguardando!",2018-03-22 00:00:00,2018-03-25 23:32:00
1708bf606fae9970482894dabb9e2fa8,0fc4514962014882225600c063477bd3,5,,Entrega antes do prazo produto muito bem conservado. ,2017-06-17 00:00:00,2017-06-20 00:24:45
cbd63dc4f83043f2714e48fe8a83957d,6f4719ee5e7d76f4a81d919ed3927f89,5,,Produto de ótima qualidade. Adorei!,2017-07-18 00:00:00,2017-07-21 12:51:18
c54629f4fc4dcf65a10efb35322ec769,06ef1c484cc535575da1724b5c6b913a,1,,"Não recebi o produto, assim como nenhum contato por parte do .vendedor",2018-05-12 00:00:00,2018-05-14 09:56:51
11b7da00e5de667df747bfed746cd44f,157ca6af9e09fbc0742ec25ceb3f0f67,5,,,2018-05-18 00:00:00,2018-05-20 18:34:15
4ff4a9def88a920ce3dcdbaa6d8bf344,34add8976995eea31cf36aa691b32773,1,,,2018-04-21 00:00:00,2018-04-21 11:20:59
4af54aa9664523133709e2e8f0aeb6d2,7fa41d59cc693e0ed84f2668b7ebe4d7,1,,,2017-08-12 00:00:00,2017-08-13 00:12:28
12f226601192062b644b158e0af9e723,b636037a882bd588f102f9f3fc29b2ca,5,Super satisfeita. ,"Produto perfeito, entrega rápida. Estou satisfeitíssima. 👏🏽",2018-08-08 00:00:00,2018-08-09 09:57:37
c68c027ea1d9979f147099c68efd93e6,e87c331d21a3fb3085079a9b32f4a56c,5,10,"Gostei muito , o objeto veio o mesmo comprado, já comprei em outras lojas e veio outra cor ñ Gostei! Com lannister tudo ok.",2018-06-19 00:00:00,2018-06-22 01:55:14
bde05133984518116b3d77d994e375d3,2a743fc30067036b7910663ced5a0b7b,2,produto incorreto,O produto não está nas medidas corretas indicadas na oferta. Terei q ligar para vcs para troca,2018-06-14 00:00:00,2018-06-15 23:26:45
c5976a5a98e854fb23d7e03c6754ae60,2002ea16e75277eaa0b5d78632048540,5,,,2017-08-08 00:00:00,2017-08-10 11:11:29
25f99ae535d54e7bbf90244b78792c0f,b022357c03da2d91ba22d886af2c83a5,5,,,2017-10-11 00:00:00,2017-10-14 02:31:05
62c7722239b976d943ec0d430cfe890e,1d297b4800ed1a3c5b0944d84c01ee99,3,,,2017-10-22 00:00:00,2017-10-31 15:33:32
c32a0bca39804573d247e8f19c2859a8,ac9dfcb098b29edba5d0cbd3b4febefd,5,,,2018-05-10 00:00:00,2018-05-11 11:38:12
82c65eeeb07cb7979bb2ee04f10a554b,3eb7b3f39b5c39ce07dae0c4bfbf5dd0,5,,,2018-01-20 00:00:00,2018-01-21 01:12:50
90018c08b2ca29dddcf499cfa5ec54d8,4b460251c3d2ba44dd61b0b6c3410ac6,3,,"Boas Pessoal, a atendente da lannister foi muito atenciosa porém a loja que deveria ter me entregado o produto cancelou a comprar ??? O que será que aconteceu ???",2017-04-29 00:00:00,2017-04-29 07:07:24
ca8e5e40f55fbffaa631de686b627dde,bce7047b261dd5116e87384f4fe9afc1,5,,,2018-02-22 00:00:00,2018-02-23 17:32:41
d8d62030afbc777000b61bdfc7312939,14a05c02d483800864e5c19a3a7f0ee2,2,Entrega de encomenda,Penso que deveria haver um modo de se comunicar com a empresa caso acontecesse de encomenda não ser entregue ,2018-08-31 00:00:00,2018-08-31 10:22:05
6295f44b9f5347d9d6b619e388341ffb,5b0cb832563a9fc75605f9edea8fba22,5,,,2017-10-26 00:00:00,2017-10-27 13:36:43
586fc508588a60e529e2c8a234f9771c,dc4e9e7d17fec4c4ded41724619a1b10,5,,,2018-02-15 00:00:00,2018-02-15 22:57:45
cbaa2ae22347e22bbb037d421072eee9,a7c15b0c36e82951ecee0ed6d850ebb0,5,,Compra perfeita. ,2017-11-15 00:00:00,2017-11-21 10:22:36
830636803620cdf8b6ffaf1b2f6e92b2,0176a6846bcb3b0d3aa3116a9a768597,5,,,2017-12-30 00:00:00,2018-01-02 10:54:06
c6efaad58db24d7893e80870315ffd88,1ca14127ecae7a3d413ed6b2f2447d44,5,,,2018-03-07 00:00:00,2018-03-12 18:14:42
9c8fa795fde24263e0ccbcbc91b8546b,083f267075b03a6cd837f4faa2c7b881,1,Meu produto não chegou,,2018-08-02 00:00:00,2018-08-02 12:19:03
acd691203094a4cf1676db29c52edc85,f89c0e084b599b404715e19ea6c7d239,5,,,2018-01-12 00:00:00,2018-01-14 21:51:47
e9c585a94227ab05461a7675ca5f010c,55d599a99424bf5a0293a84f8f65a13f,5,,"Adorei. Moderno, bonito, meu cantinho do café vai ficar top",2017-12-02 00:00:00,2017-12-05 10:38:08
cf75ba3b3b16ca972335c42fbf21efdc,7f0cc9a8528cca2dc63cddba3940474f,5,,,2017-07-29 00:00:00,2017-07-30 00:54:13
ef53057f3251e89611bcbc665e575765,55dfff244bc5d5f81d58d4148062c9b6,2,,"Tive problema na entrega, pois não tinha ninguém em casa para receber a mercadoria no horário que passaram.",2017-06-10 00:00:00,2017-06-10 15:31:38
55876f941470173bcf4d2013be74d18c,3cf35e66383eac0fa651e99728d09c8c,4,,"Chegou antes da data do prazo, porem vazou um pouco do produto! ",2017-11-04 00:00:00,2017-11-05 10:43:54
d4dd711deb7ed69ab30d5e4e8e46ae17,bf61fe4ac0f160dc7067f5d0eb8e3bdb,5,,,2017-08-31 00:00:00,2017-09-12 02:17:09
8d133cac4bbb82ed43f49f5d32ef5571,bc8015ad7d68e2f870c4b6f319c88f0b,5,,,2017-12-28 00:00:00,2017-12-29 10:03:23
b482eb7c9229ab4e4127674db75a0a55,328f1e996c8251549a0e319d7eaa0f31,5,,,2017-11-18 00:00:00,2017-11-19 02:58:21
1f5aa5d7c3ee7895e4d223797b5a5f2d,c79bdf061e22288609201ec60deb42fb,5,,Tudo ocorreu de forma eficiente,2017-05-10 00:00:00,2017-05-12 00:58:11
c6be8166b925b0bedc0535e856b2062b,fe185068c0d733ffb18fe6636ac8e498,3,,"O pedido não foi entregue no meu endereço, paguei pelo frente e tive que ir até o centro de distribuição retirar meu pedido. Falta de respeito pagar pra receber em casa e não receber.",2017-07-30 00:00:00,2017-08-07 13:10:34
eaeafb542d4447da454cf68e302ae2bf,b8615aa7e6248212cab23e120279acf2,4,Boa,"Ainda não usei em nenhuma viagem, mas parece ser muito boa.",2018-06-16 00:00:00,2018-06-17 14:05:57
1a8dab4afb8c80d8d257fe0156d764b1,f4a8cf5dcabdbe8dd7e65e1674db3015,1,,Simplesmente não recebi meu produto e nao tenho um posicionamento decente do que acontecerá.,2018-02-09 00:00:00,2018-02-09 15:11:21
6ca6687c5fbfd2dce06daaec628bdac9,db0335818a0e49d9d5bbe1ce0a99310e,1,,Loja sem vergonha. Não entregaram o pedido e tiveram a descaração de duErem que eu o cancelei. Porcaria de vendedor. stark escolheu muito mal o seu paeceiro.,2017-12-02 00:00:00,2017-12-04 02:46:12
948a6406a9e50a798f9e3c5b3dfced86,b6e5aa946acc4e29e7069510f28a0bce,5,,,2017-01-27 00:00:00,2017-01-27 23:51:32
afd9b3d196f0acd81d79d8ccd79c2430,5040757d4e06a4be96d3827b860b4e7c,5,,,2017-10-31 00:00:00,2017-11-04 21:12:29
8f5f4febd3fa6a40b41756f6616bf0e7,80446aee36e09ebf4cb79585f6c9ce61,5,,,2017-09-23 00:00:00,2017-09-24 02:00:04
c9679837d95561e1451f60911ad6042d,712c9e2527b759ff2e6cd24a05af51ca,5,,,2018-03-17 00:00:00,2018-03-17 23:34:02
9c0ff4d25d28bd004057ce16540abc3d,45390ff93f092f0de1524d486a172c33,1,,A mercadoria não foi entregue ainda..,2018-03-21 00:00:00,2018-03-26 22:01:59
c8d187a7c6b2a9ae76018912fc5711c3,0e457aee274ec7e2e18d25ab6d212921,5,,"O produto é muito lindo e está com preço excelente! A entrega foi super rápida, ocorrendo muito antes do prazo! 
Recomendo! O quarto ficou irado!!!!",2018-01-01 00:00:00,2018-01-03 14:46:29
8f78ff92924bc0a30d0cd9b0b1adae64,d49363a0cc2a1915a5a11f85ea08ea48,1,,,2018-03-08 00:00:00,2018-03-12 11:51:57
46abf3ea0b2710ad41390fdb79c32d84,5040757d4e06a4be96d3827b860b4e7c,5,,,2017-11-07 00:00:00,2017-11-10 20:07:48
440172797839e8335f3b6848623eeb8c,398abc38612b5d4dd9f77541c38d06ce,1,,,2017-12-20 00:00:00,2017-12-20 23:49:28
04be91807ee519b0431bc3bdffbba030,51df4b64807ba1804510ee0c17f1e074,1,,,2017-07-20 00:00:00,2017-07-20 12:45:45
3c625d52413314975e47e144fbc3cb8e,fd61441ba2a7b57e6342862e779b10b0,5,,,2017-10-04 00:00:00,2017-10-05 18:02:50
08a54d189ccc3cec6cc2352e864d2de5,98468461ec50580f3a212ef742cccbb3,5,,,2018-03-29 00:00:00,2018-03-29 22:51:01
771654d19b26b9108952856b225ad105,4703440eb9289d3769819920e98ec061,5,,,2018-02-15 00:00:00,2018-02-16 01:50:41
990648ddcf81df276278d16e1f5e9c16,4540a046d78b66514285266847c73d3c,5,,"Produto de qualidade, preço justo, entrega dentro do prazo.
O produto atendeu as minhas expectativas.
Recomendo o vendedor.",2017-07-07 00:00:00,2017-07-09 00:33:40
16ec6a18e7f8833aed57b23f0b970490,b2bc998b56f86f7a3ef8b749c17506e1,2,,,2018-07-22 00:00:00,2018-07-24 12:07:56
48453a13017656bf867e2c2ff88672d8,e6be529ac8d87744b406d4e03a8fe2be,5,,,2018-04-05 00:00:00,2018-04-05 20:50:50
fea17e351325edc338560abad733a5f1,fe1330694965e065fb84b10ad9d67dc2,5,,,2017-08-29 00:00:00,2017-08-29 21:13:24
71d6d02f57622797c1e7748b1d25f478,3b336014b6a2b0774fb872f338dab7a2,3,,,2018-01-21 00:00:00,2018-01-23 23:20:39
44bb8c2ad3bb9c2bb3552a034eeffc4c,56c79c2be1ceff5839d56e340e847833,2,Bebedouro,Bom dia ... comprei um bebedouro vermelho metálico... é recebi um bebedouro Rosa... obs... meu cachorro é macho...,2018-05-08 00:00:00,2018-05-11 11:03:01
6ca11f1297156d3351a86c3b13b794b0,7e61f390f3e0aa3b112e56091d2b9ee3,1,Pedido cancelado,Pedido foi cancelado e mesmo assim a loja enviou o produto. Devolvi o produto e quero o estorno da compra em meu cartão de crédito.,2018-08-30 00:00:00,2018-08-30 07:49:02
f7f58a1e552cd65365139ca50f1a7f38,34b1401adf2ab260c3adcf2c2be847dd,5,,,2018-04-19 00:00:00,2018-04-21 03:31:59
64121b9c2f7b9fe4ac84976c311f354c,27ac4b49ad26b510e55da059e19b57a1,5,,,2017-07-26 00:00:00,2017-07-26 19:27:46
cab29f1f7496f39211eae61c4cf92a0e,309688f286ca9fb39735664ba1e37b29,2,,,2017-12-20 00:00:00,2017-12-20 07:48:37
365e0b773665bb8d94cea6684162064a,6d234dea658ce0c00f91e931cb11f93c,5,,Bom,2017-01-27 00:00:00,2017-01-30 22:39:42
33ae0ac195dde92b90e8151417fdbf4e,a6c5f5ee344a95643f3dae437286ed87,5,,,2017-09-29 00:00:00,2017-09-29 17:53:17
6df539eeaf4e926c0779fa95a1fe9c8c,f7521cadeda40e1f36018dcf7d082101,2,,"A entrega foi antecipado, mais umas das panelas de pressão veio com o suporte quebrado.",2017-12-01 00:00:00,2017-12-04 00:54:03
cd70d221190a9c78d1dc3a77e237421f,32480f4d114e9973ef4fbd57631274f9,5,,Ótimo produto! Recomendo!,2018-03-02 00:00:00,2018-03-03 09:49:20
aa4cf51748aecece51748f5d1dd9fad7,eac4ffbe456464bdc3ce5f001b6439c5,5,,Excelente. Recomendo.,2017-04-21 00:00:00,2017-04-22 01:35:47
1dbcc137546c3caffd1bcb2caecc26d4,5e0140671ad91ce830fb2b33a3210d1b,5,,,2017-10-18 00:00:00,2017-10-20 15:13:35
75e87cf6506fecd1b4eb02f461beb024,5abf37ab57e23f69a9c8ab98c4800273,1,,Além de ñ cumprir com o prometido no caso aentrega a loja ainda dá esclarecimento errado informado que o endereço está errado,2018-02-22 00:00:00,2018-02-24 00:37:20
e6a6cb8f3544b999c8ef85388250d302,9c6b445489e19c178357172589b7ef63,4,,,2017-10-24 00:00:00,2017-10-25 09:26:40
b81386f4a1a025189712a50380b6d92f,d4cc7ecf339a0fb8549f1227d0b29de9,2,,mas esta demorando muito desta vez.,2018-02-06 00:00:00,2018-02-07 11:37:03
1a2b6d0a654b7e8933e6aaa49dc34a3d,c52d67553f681ea84724bf36d9fb13c8,3,,,2017-09-21 00:00:00,2017-09-27 04:43:27
da9a1a30e2d0d894dd69f0a7cd7c157c,8ba70ffa9e502e40f33a3f9f59d739d5,5,,maravilhoso,2018-05-23 00:00:00,2018-05-25 22:55:27
60e62ed1f38b6228aaeee21200d4a99e,e2eefd0600a39b014ea34b3f4196d261,5,,,2018-07-10 00:00:00,2018-07-11 02:23:54
1d7417a640f162ee02c7fae7b1288277,e9be35cf7ca8ab06ac0fe5cd85ffc0a9,4,,"Muito frágil, mas funciona certinho.",2018-02-17 00:00:00,2018-02-20 23:23:08
1aa3d8d7d1b099cc3f23485f7c563024,69df1d467702671ed04aaa60c5996701,4,,,2018-03-17 00:00:00,2018-03-21 05:27:32
47fa745da38456df1e2195e3d8c5830b,b6ee8fd94e6974591db72e75b17b2170,5,,,2018-03-17 00:00:00,2018-03-17 20:46:33
c020b491ced40eaa538c6490f36d2d61,8fde182213914d24ed0bb9d4b02371a0,5,Entrega feita com sucesso,"Entrega feita e o produto é o que eu queria, muito bom!! ",2018-06-04 00:00:00,2018-06-05 00:51:35
11fb960b6f2005db554efcffcc3c1d88,44150e408d0bd0a5341db3e4f11a98d8,5,Recomendo muito bom,"Chegou antes da data prevista, tudo ok",2018-08-16 00:00:00,2018-08-17 11:21:50
8312b41ae74d75ef7b61d44087c640fa,a110dc76d143226dd697dedf9f513f14,5,,,2017-02-23 00:00:00,2017-02-24 00:22:32
005323819530bea951c3b5d04a381fcd,03e5d6a8dd520898f86f8429ccd07c21,3,,,2018-08-19 00:00:00,2018-08-20 16:47:35
be1d106bd25ae09eff714b25f914e67d,28ec57c2ba11d394a43df3a4846055b6,3,,,2017-07-18 00:00:00,2017-07-20 01:46:57
bf75a9ed323beab62cdfcedc8acb38cc,10251ca016384afb8d4954da5fb3b419,5,Bom cofre,Cofre com bom espaço interno e prateleira para facilitar a organização. Bom produto.,2018-08-07 00:00:00,2018-08-10 21:21:39
2dcc85d5d00c70b8a437a9ccfce7de14,d120a708fb38c8232ca1d0ca112731c5,5,,,2018-01-27 00:00:00,2018-01-28 19:57:00
1313b5c73a99f03892a105392f806da6,39c7d4ae602c664a264c6da2d674f418,3,,,2018-04-13 00:00:00,2018-04-16 09:04:03
b06f6882b1c0bc82ddf057b58b86fe50,2daee070f2042c8b7a8e9fdde778a31a,5,Muito bom ,"Ótimo, excelente produto recomendo a todos ",2018-07-12 00:00:00,2018-07-13 10:49:12
5618cca50ed3d526631f7e26e502a3f3,e12700852c7af5cdea9d85282cf65ef3,4,,,2018-04-13 00:00:00,2018-04-15 23:28:14
8079a046b23b88c4cea485cfbd8aec39,15bed8e2fec7fdbadb186b57c46c92f2,5,,,2017-10-05 00:00:00,2017-10-05 12:55:11
4a582928b13c7a1a7c9484c773416af6,28f9563bda992bf8aaefc7310e12b44c,5,,,2017-07-25 00:00:00,2017-07-27 00:43:28
4a448141515b66496108b574adf5a2f6,711448d92de73f19d31cda282f5c0f7a,5,,,2018-01-31 00:00:00,2018-02-01 23:42:58
ccc1adac52cfe1b953f071ac30007b51,133757e6140cdaff98c4f396772497e3,4,,Nao foi possível verificar no site que um dos lados da almofada era preto.,2017-12-05 00:00:00,2017-12-06 10:52:19
95c0ad6a6635e8ef62fb96689b91e671,c9e7e5db848d9887106af64ce027ff75,5,,,2018-05-22 00:00:00,2018-05-24 17:48:01
dff4cf46cc27ba28d036e98830aa2ef2,e1d7029dd87b15c8d1a60ad6aabc39ce,5,,,2017-08-13 00:00:00,2017-08-14 19:12:39
48f315adb0fcfc986321083d894884a6,076d991923ee938761994a4255f5c5da,5,,,2017-12-30 00:00:00,2017-12-31 12:26:08
b741b5f3776a645b8d3df3300b2f484a,e66e29f65af321ea428495d66066e809,1,,Me venderam um produto que não tinham para entregar,2017-07-22 00:00:00,2017-07-25 01:56:14
2bb20c7f19a9aa625bd8e6ba9f000f27,d35703faec55cda0ceeb4f50a4d584ae,3,,,2018-08-01 00:00:00,2018-08-01 15:23:32
16587c677753e8e8f1dffcda3314657e,5edee244fe02fdbeb9a2d97a4e8cf17c,5,,,2017-06-14 00:00:00,2017-06-15 23:37:38
2c3be85110ed8bb6347e7eb90a08724a,af2adc7e31b52bdfe068cf60426b54b2,5,,,2017-05-16 00:00:00,2017-05-16 13:17:50
121024c33eef254d9bb44c07ea1ece9c,98c977c116f7779360e9fecffd3860b6,5,,,2017-09-01 00:00:00,2017-09-05 15:29:58
26f0944ffd64e91fbbee4c70e35fd9d5,88b90300d5ba09ea058e45b94c98b808,1,,NAO ENVIOU O MEU PEDIDO ,2017-04-21 00:00:00,2017-04-24 13:38:31
579e133b2fa7ec436ed9e3155d0d9e8a,a5bd353b2ac215ebe5c34f03dcd5361f,4,,,2018-06-07 00:00:00,2018-06-13 19:36:08
ded5038b0d3f637da6c7e49cf0cc1f90,982bb20d431aa26aea1947414cc5fe20,5,,,2018-01-28 00:00:00,2018-01-29 00:04:44
75d565cfae95eb295ccd5c7f60d3a045,fde8ba9ac93d634f0221d048bae1dcf3,1,,"Pedido: 02-662119905
Alça Dupla X-double Couro Legitimo Cameras Dslr Double Strap
INFORMO QUE O PRODUTO NÃO FOI ENTREGUE, PORÉM NO SITE ESTÁ SENDO INFORMADO QUE FOI.
PEÇO ESCLARECIMENTOS.",2018-02-27 00:00:00,2018-02-27 22:40:04
3a00f6fb2f95b8b6370f89e1eb34270e,71e99de0514a59f2e5ac80e89773802a,3,Desta compra não gostei.,"Veio um relógio feminino no lugar do relógio masculino que eu pedi, fiz o cancelamento e a devolução do que eu recebi e também sobre o estorno e não recebi nenhuma resposta.",2018-06-19 00:00:00,2018-06-27 23:17:14
6544224adabe97a933c13b87d5ed1216,3df55fc07ff463109ce0422439693aee,4,,,2017-09-12 00:00:00,2017-09-12 22:12:51
cc3131420fc4ad3a0cd49b2bddb483ee,18517c2680695f31500ceb6b1840b8e4,5,,,2017-10-12 00:00:00,2017-10-16 23:41:30
f65f646f18276f82330470515d76a690,e470c6e4248f6c0e6b0c0567de82123f,5,,,2018-05-03 00:00:00,2018-05-05 20:45:39
ed7e0ae0ce5a7e0bba080899e50a2198,c972a78eeb0dde0aac82eb51b1450c53,4,,,2017-10-29 00:00:00,2017-10-29 02:52:08
f02d6b5f490416cabfaec3866e384f48,ed82d3384df9ca70bcd946e63d8d172b,5,,,2018-03-27 00:00:00,2018-03-28 00:36:47
dbf6e27fafcec3228eb84ad6c0008fc3,d7bfe7ef14d1debee523b680ae421489,5,Rápido e preciso.,Excelente loja...envio rápido e produto certo.,2018-05-16 00:00:00,2018-05-17 01:21:52
93bff38e529369b84919d539aa3dc449,0715dfcf2383aa72c181d8b47f6cb589,5,,,2018-02-28 00:00:00,2018-03-06 23:17:46
2da010e133b77354560d386f0160c520,7e63ea5a0a34684140ae0e51ebe53035,5,Bom,,2018-05-30 00:00:00,2018-06-01 10:12:19
e392abe871df27a58bb6d36b03739bd8,1a20ab8b4c6dc17ffd5ec843d425e039,5,,,2018-02-02 00:00:00,2018-02-05 09:38:24
12a38ba15fc2bd7ff517ab938f4f501b,b88b8337c47b229661db8279774bf6d4,5,,,2017-12-14 00:00:00,2017-12-14 22:24:05
81a57c09af35f9736f760b6ae16af118,167d05678f810589a854d30460ae62f0,1,,"Demora, produto nao entregue!",2018-03-07 00:00:00,2018-03-07 15:26:21
351c961994d42d61c7d82d80bd5160e9,9e0d565b6426f0ec14ee6e1be3047f8d,5,,,2018-08-11 00:00:00,2018-08-11 21:20:30
a59277055ee75dc9a536fd48e9c2946e,f0fbc60d51bb40c156688d9ce008237f,2,,Foi entregue uma quantidade do produto. Sendo que pedi duas quantidades ,2018-01-31 00:00:00,2018-02-01 13:52:17
bb2503807e6593684312160f6cd24767,d6f2337b7df53866592eb81ac57cdf74,5,,,2018-01-09 00:00:00,2018-01-12 00:38:21
ffb8cff872a625632ac983eb1f88843c,c88b1d1b157a9999ce368f218a407141,3,,,2017-07-22 00:00:00,2017-07-26 13:41:07
