order_id,order_item_id,product_id,seller_id,shipping_limit_date,price,freight_value
00ad1a02d4d9decad15c7e8f8a9470cc,1,5403528d987ad26e8d7cb25940411987,6560211a19b47992c3666cc44a7e94c0,2018-08-07 12:50:17,49.0,19.25
00ae7a8b4936674ebb701d4a23719a79,1,66f09a6de4f2ef63aaf5349b60a0e0c0,bf0d50a6410d487dc97d2baac0a8c0be,2018-05-15 15:51:32,27.9,9.26
00c9d0257381c7e9ec13b4505f25b2cf,1,958cd4fc82ce0223c757f47bc9d67e23,abbf6046bbdf1028606a5bc7f00c99e7,2018-04-24 09:11:59,362.45,25.12
00c9f7d4b0e87781465e562dc109f6aa,1,1a0d662b65b5ef08796501b064c853af,2e0dba2da448400b1c11d7b4b22f32a4,2017-05-26 19:25:17,14.99,15.1
00c9f7d4b0e87781465e562dc109f6aa,2,1a0d662b65b5ef08796501b064c853af,2e0dba2da448400b1c11d7b4b22f32a4,2017-05-26 19:25:17,14.99,15.1
00c9f7d4b0e87781465e562dc109f6aa,3,1a0d662b65b5ef08796501b064c853af,2e0dba2da448400b1c11d7b4b22f32a4,2017-05-26 19:25:17,14.99,15.1
00c9f7d4b0e87781465e562dc109f6aa,4,1a0d662b65b5ef08796501b064c853af,2e0dba2da448400b1c11d7b4b22f32a4,2017-05-26 19:25:17,14.99,15.1
00ceda91cb2ded8570ca73e70571740a,1,71a5f1c2a5fd9889ef26b5ac22aec9c6,537eb890efff034a88679788b647c564,2018-02-12 11:50:49,19.9,14.1
00eead1d5a799277ef3d6b387b0bebef,1,2bd9b51a9ab079e095aca987845d3266,81f89e42267213cb94da7ddc301651da,2018-08-30 19:04:07,85.0,13.26
00fbcd8b120e5706c58b9d1a0026a7da,1,8afee64dc809d5e833ae113a81774ddc,08061dc0fc165ed41288cc7acde738ee,2017-11-23 04:06:37,7.9,16.11
00ff0cf5583758e6964723e42f111bf4,1,bb1fe952bdc16ef8974d4ca11aec19b7,b17b679f4f5ce2e03ce6968c62648246,2017-04-14 01:03:29,154.9,15.25
01115c06246220def210911556bdc0e5,1,c31539851232e3accbf0ef4c571f97f2,602044f2c16190c2c6e45eb35c2e21cb,2018-03-20 09:35:34,52.5,19.34
01115c06246220def210911556bdc0e5,2,c31539851232e3accbf0ef4c571f97f2,602044f2c16190c2c6e45eb35c2e21cb,2018-03-20 09:35:34,52.5,19.34
011abf147a69ba486bae3a74b6cd1814,1,3cc842aabeddd8ef0d633a10ef8a51aa,46dc3b2cc0980fb8ec44634e21d2718e,2017-05-18 11:30:24,279.99,16.72
0136390286be8a34efdc801ed150568f,1,1716ea399ed8ee62ba811e6f55180f45,6338ea67c41078a46ad99cc009654956,2017-07-20 12:35:15,3.49,16.79
0136390286be8a34efdc801ed150568f,2,1716ea399ed8ee62ba811e6f55180f45,6338ea67c41078a46ad99cc009654956,2017-07-20 12:35:15,3.49,16.79
013a98b3a668bcef05b98898177f6923,1,a93ad122024312ca432da7f7b32474b4,8a432f4e5b471f8da497d7dc517666e2,2018-08-13 23:30:11,63.0,23.35
013a98b3a668bcef05b98898177f6923,2,306b0c58328826c0564cbc520787d508,7ad32824caee82087b3e2e5f33b1bf32,2018-08-13 23:30:11,89.0,23.35
013e9c654a339d80b53513da3c1ea437,1,bcac2cdcd851929a5caa3e1508d5abc9,0adac9fbd9a2b63cccaac4f8756c1ca8,2017-06-22 13:55:18,109.9,13.11
01443cd06ea8bce82c554a46f307459f,1,f77dd338d9f75229a09cbb9a18fd0c9a,1c129092bf23f28a5930387c980c0dfc,2018-01-10 14:32:12,25.0,14.1
0148d3df00cebda592d4e5f966e300cc,1,ed08ea04c92f5f434c2362f7310fb328,0adac9fbd9a2b63cccaac4f8756c1ca8,2017-08-24 19:24:32,5.53,11.85
0148d3df00cebda592d4e5f966e300cc,2,ed08ea04c92f5f434c2362f7310fb328,0adac9fbd9a2b63cccaac4f8756c1ca8,2017-08-24 19:24:32,5.53,11.85
0148d3df00cebda592d4e5f966e300cc,3,ed08ea04c92f5f434c2362f7310fb328,0adac9fbd9a2b63cccaac4f8756c1ca8,2017-08-24 19:24:32,5.53,11.85
0148d3df00cebda592d4e5f966e300cc,4,ed08ea04c92f5f434c2362f7310fb328,0adac9fbd9a2b63cccaac4f8756c1ca8,2017-08-24 19:24:32,5.53,11.85
0148d3df00cebda592d4e5f966e300cc,5,ed08ea04c92f5f434c2362f7310fb328,0adac9fbd9a2b63cccaac4f8756c1ca8,2017-08-24 19:24:32,5.53,11.85
014a0793ab3d930d6f3b206cee474af4,1,145978af3e89b318be0b717a0953649a,18e694e0e48ed6f7aa3f24aade5fd697,2018-06-28 23:17:55,19.9,18.24
0152f10d04554388634b75f079f069fc,1,5f504b3a1c75b73d6151be81eb05bdc9,834f3294fba9f932f56edc879193f925,2017-09-21 10:10:22,610.0,37.54
015975a1ff4fdab8ae6f42eaaffd39fb,1,5411e9269501a870cabf632f05655131,3d871de0142ce09b7081e2b9d1733cb1,2018-01-18 21:10:52,129.0,38.45
015ed18d7ea7ca5c14f3c1decc55daf1,1,2fc7741cb6ea76e7164f448adc44652d,da8622b14eb17ae2831f4ac5b9dab84a,2018-05-28 12:59:20,59.9,9.26
015fb6b5f739788434fa690540f90f19,1,a0eccc912d428eaddf1ef4fe47593ece,8a87611c08849ffeeccab52aa798b6c7,2017-02-04 13:06:05,143.0,94.98
015fb6b5f739788434fa690540f90f19,2,a0eccc912d428eaddf1ef4fe47593ece,8a87611c08849ffeeccab52aa798b6c7,2017-02-04 13:06:05,143.0,94.98
0166ae6ff6d450bbac3eb4ed2885c0f8,1,6fc983af1a5229efebcc40ab26d6226c,b499c00f28f4b7069ff6550af8c1348a,2018-06-27 14:00:04,79.99,9.76
0166cc8756d58b4a30fb49de83527120,1,b59b5899ecf4bcc294a72fdd48adaa94,562fc2f2c2863ab7e79a9e4388a58a14,2018-02-14 21:27:56,29.99,7.78
016fbc333d66b414be541c6159576c40,1,b0cd550945da1de6eb9cb69595d540df,6b243f80ed07b10f0e8aa0f21a205f3c,2018-06-07 18:30:42,84.9,18.52
0170fdd7ac7c7bbad5308207bd25a679,1,6de2587eae9fb1ee54a853aac774ade1,ef506c96320abeedfb894c34db06f478,2017-07-11 17:13:56,34.99,7.78
0176a6846bcb3b0d3aa3116a9a768597,1,19421075ae0b585f2dc13ff149e2119d,4c2b230173bb36f9b240f2b8ac11786e,2018-01-03 04:32:07,45.9,7.78
017c9c82265e832840e4209750680e94,1,59089e1668cc247d055ca3f9149093fc,6a51fc556dab5f766ced6fbc860bc613,2018-03-09 18:31:16,159.9,25.96
01835ef41c5ac66dd9ec6084fa1d0533,1,bbaef2eadf31fe3ea6702077398be06c,cc419e0650a3c5ba77189a1882b7556a,2017-05-18 21:45:17,56.99,15.15
01882618ede11253381513166b49429e,1,50d77758742285ff49f340ebdf0df5a7,d91fb3b7d041e83b64a00a3edfb37e4f,2018-06-28 11:58:10,29.9,18.31
01908071e35fdc75bc0d7764f153abc2,1,ccadfeab525a9eb1569983b66e5075c4,33576ec5412fb5905d876f12f33bfde6,2017-11-13 02:55:19,89.0,25.65
0197416059c0e56b5344bf2188066317,1,6592908f0a4f6e2de91310126cd1b08d,87e24fc7052259b1f7f607d61c10d8be,2018-08-07 17:30:19,399.9,21.71
019886de8f385a39b75bedbb726fd4ef,1,e9a69340883a438c3f91739d14d3a56d,1b4c3a6f53068f0b6944d2d005c9fc89,2018-02-15 13:08:12,159.9,28.5
019b02e139cfcd97f93366f7a38f5695,1,f71973c922ccaab05514a36a8bc741b8,5dceca129747e92ff8ef7a997dc4f8ca,2017-04-06 17:02:31,109.9,24.05
019d029f0b101343d44017d249b1f64f,1,64fb265487de2238627ce43fe8a67efc,4a3ca9315b744ce9f8e9374361493884,2018-06-13 22:19:26,79.9,27.51
01b6d15407d425529cbf0ec96258cb84,1,78c3942245093508f8e17ffc06a0dfcf,4830e40640734fc1c52cd21127c341d4,2018-03-19 15:35:37,29.99,12.79
01ba495d945c6a1c5b198bbad63e61c6,1,f2e53dd1670f3c376518263b3f71424d,4a3ca9315b744ce9f8e9374361493884,2018-02-06 14:01:52,109.9,25.61
01c139e11e826da7bf9782cf1ee904bf,1,11bbef4e2a44601d9dd471aa1fb433e6,5c243662ce92d84573bfaff24c3e3700,2017-03-13 19:35:12,339.99,12.99
01c22546c4f9914e232006df82d96e0f,1,35ebf08a93899d44e756809e11b14754,128639473a139ac0f3e5f5ade55873a5,2017-09-14 16:55:11,17.9,15.1
01d5897e2c8a23b37ec65e0e72fbe956,1,d9bba71d1d1ad35925593d365a2ab43e,3afc536624bc2e65bddfb5db33cc01f3,2018-04-12 11:55:19,52.0,15.21
01e7cf79ff6fdb0a65634f714c67dd24,1,32a99bb84ae79a55c0e446afc9310e1e,e5a3438891c0bfdb9394643f95273d8e,2018-02-21 14:10:35,27.3,11.85
01e9feecd7fba975c1869a8fbbb38b65,1,1eb85357e22bf0c8c2a6f10eafad8423,522620dcb18a6b31cd7bdf73665113a9,2017-04-03 20:55:15,285.9,17.21
01f216b447564f9ea791b521db577ccb,1,473795a355d29305c3ea6b156833adf5,620c87c171fb2a6dd6e8bb4dec959fc6,2017-01-28 18:44:53,59.9,14.59
01fac9bdfa271bcaf57218f971649ab7,1,496f6bd86011e5a9ddea8dc96e802340,cca3071e3e9bb7d12640c9fbe2301306,2017-10-05 12:55:14,72.9,35.83
020bc32fbdded2a43147c70a5eb3ec21,1,4c2065301aac51ff9004422acc07765d,1127b7f2594683f2510f1c2c834a486b,2017-07-19 22:15:18,98.8,17.94
0217ad862ae7391cc3964c07ce3d6ea1,1,6cc44821f36f3156c782da72dd634e47,da8622b14eb17ae2831f4ac5b9dab84a,2017-12-05 14:58:38,99.9,17.95
021dac6e3120485db6a77474aa21b979,1,7535f3518e1009b17aa6e3fa553e82bc,8b87cd0d43d49b9bdf40f56229364d59,2017-11-30 01:53:42,479.0,55.36
0246b043b8ae041912cc7651ceb1ba2f,1,ec2d43cc59763ec91694573b31f1c29a,1c129092bf23f28a5930387c980c0dfc,2017-11-01 11:16:07,45.9,15.11
025a548c7e6d70e6b6cf600a112b0d9c,1,2bfc998cf625e54b2c6447bfc7c18cb4,aac29b1b99776be73c3049939652091d,2018-06-11 12:52:11,159.0,36.24
026381d57420b32237d7d89a8daf21c9,1,cc81f952b83d2bdcfbd980e2a7249adf,718539d38d07dd351c76db862760e2e2,2017-07-17 16:35:16,16.99,15.11
02661696e065aa02977870f3a87940ab,1,7ada7bee4052075cf6310885da8c4392,3d871de0142ce09b7081e2b9d1733cb1,2017-12-20 20:59:28,79.0,13.57
027042c68ea5fac4428694e17ac50538,1,6a8631b72a2f8729b91514db87e771c0,128639473a139ac0f3e5f5ade55873a5,2017-12-18 15:38:25,25.9,16.79
02737086e020bd456ae19e98fee5c186,1,2a211896ec7ab72cedc7939e9ffb01b4,17e34d8224d27a541263c4c64b11a56b,2018-01-23 18:17:40,257.13,14.14
0275c0ac1928093069b95bb67cba52d8,1,85af7fadae5de53760a7d131bdf776f7,d4e12e7884759a14fa0f5f896c791cae,2018-02-22 15:27:09,49.8,16.79
027b013d2186e25c2b82beb3679d0833,1,f921da19d229dad9bf3a94e86e7f7f32,04e38a233f726ef161074ab1c9b0399a,2018-04-17 16:10:51,104.9,34.27
028587d8834cae89e572f1db671d0419,1,c7b3cf9de7be95b3e09e7a63315685eb,5dceca129747e92ff8ef7a997dc4f8ca,2017-08-31 11:35:18,99.9,23.57
028aa7c930356788f861ed1b7f984819,1,909b87db6cb3a7ab26bd03cc59860136,de722cd6dad950a92b7d4f82673f8833,2018-01-18 20:49:46,39.9,17.63
028df34320b87c04ef6de145db2e8444,1,6a31191d5ac5852b0478f6e245ac5b02,7357b52d27cbaa90f81a96cbc1279396,2018-08-08 15:24:05,118.13,17.02
0297a2a062d136015afa9f5d9623818f,1,f62cbf4416c9ef8e1b4e8d5279891f24,8b321bb669392f5163d04c59e235e066,2018-02-01 15:34:32,13.65,11.85
029863af4b968de1e5d6a82782e662f5,1,49ebaaba28aca545f9a5ff9fc17ae988,784ba75dd9d20200c4caed3d7a77141a,2017-07-13 09:15:11,25.99,15.1
02a0eb7c22b0616c767a45954a2a28f6,1,5f8c74f4a3d2b616857fcb7d4dd1f61a,83e197e95a1bbabc8c75e883ed016c47,2016-10-14 08:14:53,119.5,25.04
02a0f7101947ebb4e6d2ec4c1c929bbb,1,2b3b11d70c32fbfc8e850fb68985a000,70849ca4f400aaabb62cb7462a6f1428,2017-12-21 19:10:19,89.99,22.5
02b09d03f22e1da491e4d578a0bc3f90,1,186fe07c8b8005ec6a498587ffbc1352,6560211a19b47992c3666cc44a7e94c0,2018-03-09 12:30:33,29.0,14.1
02b8fcdd1bd75d7d5861f407dde29768,1,8817f0cda3d5b42e5f949ee3be9dc80c,3c7c4a49ec3c6550809089c6a2ca9370,2018-05-18 11:19:08,13.99,22.85
02b9fd867657f257dc634a2e7e0f73c5,1,4c1e109ecdf58453de365d217cefa64c,4e922959ae960d389249c378d1c939f5,2017-06-21 06:42:47,120.0,16.6
02bd92abe094825e0683bacaacb64285,1,79a8800eb81425242b64f54f687f9af3,620c87c171fb2a6dd6e8bb4dec959fc6,2017-12-01 15:38:32,59.9,25.7
02ce6664223305cea5b46ef1f2d81461,1,7b52ce3d6635ac7eb9d2bbb3dc931843,582d4f8675b945722eda7c0cb61ba4c7,2017-08-08 21:38:31,42.95,11.85
02d273267575a29864f552b2de598580,1,9c0f79b9daf5436386477b4e17b94389,1025f0e2d44d7041d6cf58b6550e0bfa,2018-06-05 17:55:50,150.0,9.67
02d273267575a29864f552b2de598580,2,09c3a2ea33f044aebffecd6681e00133,1025f0e2d44d7041d6cf58b6550e0bfa,2018-06-05 17:55:50,40.0,21.49
02d2fbf1c9a20d04ceab86eb736fa22e,1,5403528d987ad26e8d7cb25940411987,6560211a19b47992c3666cc44a7e94c0,2018-06-18 16:31:30,49.0,13.0
02ea547b6d2ee25305588fd50df58b46,1,b000447e24e31a4d7e628ca4d0622131,92eb0f42c21942b6552362b9b114707d,2017-03-29 22:10:24,23.99,15.65
02ec4da9d03014f06d711d60eb37cc22,1,a87567bdce60de6f901e3d7c6d8df820,318f287a62ab7ac10b703ac37435a231,2017-05-05 13:05:49,85.0,20.08
02f30be57375dc610c40ca989d2385b7,1,86b29e90cab127b7231caf9eb85d4353,8581055ce74af1daba164fdbd55a40de,2017-12-04 03:21:19,69.0,11.73
02fafd9313d5274736b9740f23006a8d,1,50063fba038aabf31446889396187973,f5a590cf36251cf1162ea35bef76fe84,2017-11-24 02:30:37,301.0,17.87
030475e22d114f70be1a265fee326192,1,1d373b3e02a3212aff33054cbf30abf1,dee656f0f566ed1aa85bd137c943f08f,2018-04-27 16:31:38,44.9,12.79
030f7abd700a4ceae9a8c4cff4b3dc95,1,6d1befe53a3d28e0d0d8b3bfcce11195,bba74270a87732727b5a3b4fd9ac1c39,2017-10-25 18:26:43,399.99,19.05
03138c298bfe1ee7855eefc9442346a8,1,fb2f2ec90b4ee90ad257bbf89d01247e,1835b56ce799e6a4dc4eddc053f04066,2018-06-20 08:58:53,40.0,19.47
031f32fc546699a954d6d89cfe9ca029,1,51e8feeedd83467b86a79aa2769367c5,1da3aeb70d7989d1e6d9b0e887f97c23,2018-05-11 17:30:34,17.99,7.39
032445a7ba9d6dc90dfc011a48e5c954,1,61eee7a9f1884caed59c316047c5832f,f8db351d8c4c4c22c6835c19a46f01b0,2017-07-31 03:25:48,129.9,12.41
03347815dd6e37a668b3954401838318,1,ab37272e0676ac205aba0db310cfaaa0,c3867b4666c7d76867627c2f7fb22e21,2018-03-05 20:09:37,260.0,35.18
0337e9398b087d93f41230ceb2410b50,1,161c9558fccfbf0a9ed72b42285635ec,6481e96574816ead57975da2c0f6d80d,2018-04-26 17:30:41,18.5,18.23
034733b9cacb3d55bce1e49c422ae3e7,1,22594ba8fd9a72ad95d352929c821560,7c67e1448b00f6e969d365cea6b010ab,2017-03-30 12:41:44,99.99,20.0
03481652329171ff571df2c58bae0167,1,6722735e7b6ea43bbd86b1c9074c3057,2cb98e27ce1c18abdb42209b34c382a7,2018-06-25 14:57:18,62.49,57.21
035678e70978296fb0e7469a611c322e,1,557484a8965bdc4e548658239f7663fd,81a1104df0f08b59c68aa5b03cfe398e,2018-01-16 10:09:18,179.99,23.58
03572de4ee0598b00c48f6de965fcf78,1,e303dfa61ada1f0823b4775f192606b3,058cb5aeb36d7c0fcae20fc85d5e0a59,2018-08-01 14:04:22,148.5,165.32
0357e50e9686e55b75e6873a97993075,1,a237de12bdf0bfe4fe220bae65a89731,6c7d50c24b3ccd2fd83b44d8bb34e073,2018-01-22 03:50:15,45.91,17.6
035b790fa740b68de2d6f1a74f9b2098,1,cf18e908cb8600dcd21a719db24c48d8,7ddcbb64b5bc1ef36ca8c151f6ec77df,2018-03-29 18:48:01,63.99,8.29
036b791897847cdb8e39df7943367474,1,e493b6001e292d2cdb2c6172bac9d0a4,8a32e327fe2c1b3511609d81aaf9f042,2017-05-18 02:50:36,49.99,9.34
038eb192a216fe0c545a8ff3b1b96885,1,9548f3f06fa6c1983a2278e2a16ecdcb,ef30892870c278497523264be1be2241,2018-01-04 22:19:19,39.9,11.85
039ec885e36627ae6353cfd42a41c5da,1,55cfb8318af6fe90dfacf0892abb2cee,77530e9772f57a62c906e1c21538ab82,2018-02-28 12:55:51,100.0,25.25
03a8aa5d0860898d421c46247011c686,1,79ea753b9ec382b3bf6b03d449ac9b3b,6cf476a4ca74498db55cbccdaa9dcfb6,2017-06-06 19:15:20,314.99,18.91
03c1fddd11851ddf712a2c28bd3df54a,1,bb4dc25bd765b4b6beb85469e9b4bc55,b56906f7fd1696e043f1bcce164c487b,2018-01-26 09:13:31,65.5,12.8
03ce210a1614bb5a5bd3f4e3296840a1,1,c874b6cca27efc978feed6fd55b2985c,5dceca129747e92ff8ef7a997dc4f8ca,2018-01-26 18:16:51,499.0,59.16
03d7dd4730b71e0a310c9b30431c1961,1,14555ba663de8689feacf1d0819cc3b3,dbc22125167c298ef99da25668e1011f,2018-06-07 19:55:16,119.3,18.67
03dd7d68a345c4fb5061f35f29ad959a,1,1b0e39ec889889ea1d492603d8512bfb,e26901d5ab434ce92fd9b5c256820a4e,2017-06-21 11:30:14,39.9,15.1
03df18ab5ba4464030b07f49dc6d206e,1,dca18a6e2fb6da75092ed874094ed7b6,5656537e588803a555b8eb41f07a944b,2017-06-05 09:25:10,31.89,15.79
03e327642028582cff3316f1726a9f00,1,5373e18844eec682770d139ba29cd32c,efcd8d2104f1a05d028af7bad20d974b,2017-11-03 08:10:08,50.0,15.1
03e5d6a8dd520898f86f8429ccd07c21,1,2efbce46d36d9af306d4300db163b276,b494891378bd8f4560abe576c52deacd,2018-08-02 11:45:13,119.9,15.94
03ea231452f07988edc699573fb971d7,1,c94d19d021d4a8fbae5a45f904aeea90,701938c450705b8ae65fc923b70f35c7,2017-04-18 22:15:20,103.97,24.01
03ea231452f07988edc699573fb971d7,2,c94d19d021d4a8fbae5a45f904aeea90,701938c450705b8ae65fc923b70f35c7,2017-04-18 22:15:20,103.97,24.01
03f0acea43a6fd52d268e13d9ce98fbe,1,f699b297070aa38aaf3de9639302506a,c3867b4666c7d76867627c2f7fb22e21,2018-03-21 14:55:37,125.0,23.45
03f127181062ad98441893efffd412c5,1,867dda95bbba37fe56fa288449fa122f,d2374cbcbb3ca4ab1086534108cc3ab7,2018-06-20 09:11:55,49.9,13.71
03f127181062ad98441893efffd412c5,2,867dda95bbba37fe56fa288449fa122f,d2374cbcbb3ca4ab1086534108cc3ab7,2018-06-20 09:11:55,49.9,13.71
03f3b08f9da8df7604b68b2fd5999e9a,1,68bf2e76db1d8e846042e54da87399ca,1a3df491d1c4f1589fc2b934ada68bf2,2017-10-04 20:56:20,85.9,21.09
03f51c9adce893f63936c5146701aa2f,1,88e59749c8b39fd1a9b7458147e0dc62,594f9aaa48e5bf431f011ddc5669b0d5,2018-06-20 17:20:26,155.9,45.01
03f51c9adce893f63936c5146701aa2f,2,88e59749c8b39fd1a9b7458147e0dc62,594f9aaa48e5bf431f011ddc5669b0d5,2018-06-20 17:20:26,155.9,45.01
040b98b117606d34ba51c4d274a15e2d,1,cba32576375902a87170bedaed045b71,5dceca129747e92ff8ef7a997dc4f8ca,2017-11-07 03:50:34,887.0,26.7
040f8d4b01dfd628e0ec871546a193f7,1,cfd414b4463647f58c7775eaae06893d,f8db351d8c4c4c22c6835c19a46f01b0,2018-05-15 10:31:13,79.9,13.0
0410df130bab1cdcd13e23044ef9d76a,1,2b7aa376a6e728560bddb5558cc48e89,7c67e1448b00f6e969d365cea6b010ab,2018-03-30 13:28:44,116.99,7.68
041687935b1e4c3715beb1602270b40c,1,c8a06a6cf1dbd09f3273d65d3dc2da99,1b7e5006cb25dd23ce8686691013b121,2018-01-02 10:46:43,69.99,7.78
041d5ff28cb7d9b107b7461064dd40e2,1,e53e557d5a159f5aa2c5e995dfdf244b,88460e8ebdecbfecb5f9601833981930,2018-05-28 19:54:37,78.9,9.7
041d5ff28cb7d9b107b7461064dd40e2,2,e53e557d5a159f5aa2c5e995dfdf244b,88460e8ebdecbfecb5f9601833981930,2018-05-28 19:54:37,78.9,9.7
042ce41927758767ec2aa0de06486b4c,1,816c0585d491ed8127cebbb3dc7c89cf,dd533b429f380718b70ad9922c294bae,2017-12-08 10:53:16,569.9,22.87
043d2e177e6762a2a1d029db6338d84e,1,de80c37c338574091896b7fdc81dc376,5b85809efd0d0e4dea1a9544e1280ed9,2018-05-24 00:31:11,189.9,13.77
043e7f7cfe1fdc68f4ba3dc83504db83,1,a294436012a512193adfae667b8465f8,de23c3b98a88888289c6f5cc1209054a,2018-07-04 22:15:15,120.0,20.03
0444bf76794ff96fd22fff6be21bdb6a,1,b3e40ff639c185b9d726b4b19c17e6cd,7a67c85e85bb2ce8582c35f2203ad736,2017-12-27 12:10:14,229.99,31.02
04453a84ff0126fdc05079cf18a34890,1,852dd510258cc0df3ed7b8d8417cebb2,4b9750c8ad28220fe6702d4ecb7c898f,2018-07-16 03:35:14,94.95,19.86
045b201c094804e3fa5e542994c79f09,1,23d8439935522540cfd5bbb8b1208a2d,b17b679f4f5ce2e03ce6968c62648246,2017-12-18 03:55:39,96.0,29.07
046afc54df6dd8bc98ee2c0e653b70d8,1,2136c70bbe723d338fab53da3c03e6dc,6560211a19b47992c3666cc44a7e94c0,2017-07-09 23:23:27,29.0,14.1
04782e9b6da0d4326e534dae5dd3e09e,1,6e77b89d36e50217e6793780a8ce5c82,ea8482cd71df3c1969d7b9473ff13abc,2018-06-03 22:58:17,37.99,15.23
048297b4e795502db60be292e12dd390,1,3fdb534dccf5bc9ab0406944b913787d,270d3ef21830ad0ecf3a6c53d08a533a,2018-03-30 04:08:31,25.0,13.71
048297b4e795502db60be292e12dd390,2,3fdb534dccf5bc9ab0406944b913787d,270d3ef21830ad0ecf3a6c53d08a533a,2018-03-30 04:08:31,25.0,13.71
048297b4e795502db60be292e12dd390,3,3fdb534dccf5bc9ab0406944b913787d,270d3ef21830ad0ecf3a6c53d08a533a,2018-03-30 04:08:31,25.0,13.71
048297b4e795502db60be292e12dd390,4,3fdb534dccf5bc9ab0406944b913787d,270d3ef21830ad0ecf3a6c53d08a533a,2018-03-30 04:08:31,25.0,13.71
048297b4e795502db60be292e12dd390,5,3fdb534dccf5bc9ab0406944b913787d,270d3ef21830ad0ecf3a6c53d08a533a,2018-03-30 04:08:31,25.0,13.71
0482c10b78fefa5a30abb519aa9dee93,1,5b226d7c52f86ac72457617f78cff95d,1835b56ce799e6a4dc4eddc053f04066,2017-11-10 10:47:25,56.99,12.74
048f3e9b77a965f84a501a7f29076128,1,022ff42cced44a2b2cca57061cabb526,c3867b4666c7d76867627c2f7fb22e21,2017-08-03 01:20:06,439.9,14.58
0492eead55cd90ba9690387cca2baa20,1,b6b76b074ed0d77d0f3443b12d8adb5e,6560211a19b47992c3666cc44a7e94c0,2018-07-26 03:45:09,99.0,7.95
04af40a6714e5ab254138fcd4863f0c1,1,7e0995bd610eb1dfe49155b549079047,14d7985702e72162bbf13b6beb74ab2b,2018-03-14 22:31:32,40.0,7.39
