order_id,payment_sequential,payment_type,payment_installments,payment_value
0cd19e832fefb17664d1a294b90ad192,1,credit_card,10,110.2
257699bfe87de4eac234324e88db828a,1,credit_card,2,102.26
b79a7395d3911e77688dfe966105a683,1,boleto,1,108.64
ef0beb334211d552bb4bbb9b43e60248,1,credit_card,2,158.98
c3fa73017c4a172907d79669eda248d0,1,credit_card,6,139.07
ede510a059fd07ccec20bff19a227fa3,1,boleto,1,203.16
61792c6272346d7f4b7c5b1747df7b1a,1,credit_card,4,49.34
968ce3e13bbc09dc91d26a2f0208d99d,1,credit_card,5,200.55
189ede25eb8522abcbd3592d08811f85,1,boleto,1,280.08
96068d351a84dcea0b929884876e4fae,1,credit_card,2,128.73
c2f065051bb7c9e7f88ebc998f332968,1,credit_card,3,37.37
4f037f852cf9b1a96760775d55221c33,1,credit_card,1,84.23
1662797f04736ea5acb5de67d5672fcc,1,credit_card,1,74.29
44f9bb85e9dfb3f106dd017fbd8b8006,1,credit_card,3,134.12
3e47a8cc66024053901d7313a7d2a0b7,1,credit_card,2,330.4
6d0da5add693d625079fa8fdf40967d6,1,boleto,1,19.48
065fb1ee0ec59ea0a68b3105a59a69ce,1,credit_card,5,104.27
73ffc7dbf151bdb28ff40c4206968803,1,credit_card,1,127.53
12ab522eccaca7c7be0e20ef475ea423,1,credit_card,6,148.64
3ef8344e342218131639ab03da0189cc,1,credit_card,3,151.09
68986e4324f6a21481df4e6e89abcf01,5,voucher,1,16.54
37193e64eb9a46b7f3197762f242b20a,1,credit_card,1,10.89
f6cc5ac0be9196f2fb3db04bace5cd8b,1,credit_card,7,238.65
360787554f41824600bdcba9687cd4f0,1,credit_card,3,1783.44
b0cc2434ee3727e682222a0f745a5948,1,credit_card,3,145.01
4f54cd2c8e8986790a962e3657390e1d,1,credit_card,1,64.01
5979684d63c8a62e550943dacdd1231c,1,credit_card,1,44.53
fe87d4b944748f63ca5ed22cc55b6fb6,1,debit_card,1,173.68
cf014dc8804713618176fc95af41b221,2,voucher,1,81.93
132f1e724165a07f6362532bfb97486e,1,credit_card,5,179.46
b0b61472cd1ff0e9f1450c6ae4c8d5a4,1,credit_card,1,99.43
6c98fa39891b33399785aeac3d7ee926,1,credit_card,2,424.04
88c9df242e26c36482168acfc3d250dc,1,credit_card,8,188.5
3ca411651463b3a30f194126a1d6fda6,1,boleto,1,36.75
2d824bac66ec7467745b2defcee22c1e,1,credit_card,6,165.31
d21873cfa21e689e4dbfd43a99326424,1,credit_card,1,706.84
055f84fd2ebf314ebec85f8e1312f4f4,1,credit_card,2,185.84
9dece38ba34c2b0050efef28e85d7bde,1,credit_card,1,32.72
750ed62dff96bf5713b8c6a6bbfdc948,1,boleto,1,189.96
4e27ad7f1a6821ceddc8442eb1875014,1,credit_card,1,69.67
8ec26dd02af502c1a8210efc0bb02c0a,1,credit_card,4,75.4
0588a3721b3d0a1f0b549fb84fd9cf10,1,credit_card,1,109.31
46ac11dfb657fb82eed780478f2936c7,1,credit_card,2,116.99
b0e1d9af1bfc3a4d96489c81cf10fe69,1,credit_card,1,135.6
ce4c70f737d1a9edba23290f6031d076,1,boleto,1,117.38
879dd3373c7f9f0412d2ee301cdadbdb,1,credit_card,1,48.23
58ee11026c2fdda6ff738c392cc5fb00,1,boleto,1,74.16
633bd8dd4d19125b69aeee2526f79779,1,voucher,1,55.09
4fb76fa13b108a0d0478483421b0992c,6,voucher,1,10.04
0c1457493ca1492c4a4417fc278605b0,2,voucher,1,50.0
85bb28ec7b858a8b703d82a51b3f5e1f,1,boleto,1,36.05
4a42846a6eed9d15714fe30181399f2a,1,credit_card,1,34.37
27667a063cb59b5d987a5a71c192cce5,1,voucher,1,118.35
3e38a700307fe33c87f3ad4a3e0ebd02,1,boleto,1,398.88
23233c7048bb0dcf2c4f0554a258fd82,1,credit_card,10,123.68
b817f6c3399d06c7629a445527b463dd,1,credit_card,3,36.1
6ad57aecbae806a7e9cc2cdb6b380711,1,credit_card,2,161.47
4d9190887b47ff1b89c657c788c038f6,1,credit_card,1,2.67
572c4bbf0f5f85a9b4a2c4fe0c7f04d5,1,voucher,1,69.46
cfcb1cc2e9f4ebf0caea1584195f9046,1,credit_card,10,368.92
4be15c7abcf23a32b92fdd6fe0859ed0,1,voucher,1,41.11
370e2e6c1a9fd451eb7f0852daa3b006,7,voucher,1,6.82
1de86d094f7dd41cca13d246d3b7fd07,1,credit_card,6,61.97
2cfc79d9582e9135c0a9b61fa60e6b21,1,voucher,1,79.56
7fa917593c3ed7bd80f35dcb6e1aefbb,1,credit_card,1,44.38
b48ac51be3a49fb7eeaec899f9841944,1,credit_card,1,131.64
9c77f370544954701cf2847a3732cb84,1,credit_card,1,35.69
98fe01bc254b759c1f2c11d77c2891d5,1,voucher,1,150.0
457afd8c764234eb93f7a25268578440,1,boleto,1,228.82
52267d8c7f4a0227294efd0ef23fcefb,1,credit_card,1,37.68
6d9e993faed56b20fe3f762fd8bbf24f,1,credit_card,2,64.04
e062a8654d4b657cdf2b673c0b2bac8d,1,credit_card,8,921.05
5e823b29f4c615d58cdbfec5bdb2ee73,1,boleto,1,182.91
6e9e60623cf73b485aee48dc4b45c98d,1,credit_card,3,137.02
2921ebd304831878ac888644314d424d,1,boleto,1,113.08
d01c5b46e00bd214519fe9f64bbb2649,1,boleto,1,93.72
4821d5af4c2ac98b0f70e47c5d845520,1,credit_card,3,69.11
d189540593578f8076e6cf12e73a8eb8,1,credit_card,12,172.23
1d9a9731b9c10fc9cba74e6f74782e8b,6,voucher,1,8.47
b8752fc264f1692031237bb715061cc4,1,credit_card,2,68.17
3629e2c183d64e30de63e3bb23b00ade,1,credit_card,6,300.09
520ea64853a832e3e2fe0ff5d6f44667,1,debit_card,1,119.8
198078b833ce5c6249ea278d2bb3e220,1,boleto,1,119.84
e808b609d07ef4f022d702b20db24137,1,boleto,1,129.25
1be51feefcd481bee3118900e6777057,6,voucher,1,10.05
2d06d0f685d85988dd10f283e5da1270,1,credit_card,1,342.38
bddbca2d48a961d74fe81de8febf9a73,1,credit_card,5,180.49
550f1d2fa6888807a4ffb1d80d06f899,1,credit_card,1,103.27
ebdc1743a498b33e5f50d4270c117175,1,credit_card,4,142.81
3a46c264be2fad6d10c5a7362d8cc2ff,1,credit_card,3,188.69
66b59bf4515765f0bcfc3e42cf2ff344,1,credit_card,2,173.86
4ccf6ee1044ab9f8ec63953f1f2a708d,1,boleto,1,136.71
bcd050a34214fa492826f945e3425650,1,credit_card,7,367.1
3c58bffb70dcf45f12bdf66a3c215905,10,voucher,1,1.85
f73c0c32115b0bbfd5769c0cf67fb1c7,1,credit_card,2,56.78
49db7943d60b6805c3a41f5474772a09,1,credit_card,3,125.94
c6492b842ac190db807c15aff21a7dd6,1,credit_card,3,81.77
ef3845484f82e3b6eed4a579e3c1063d,1,boleto,1,143.5
878a0241d449fe7ea1bec1cf145b9c9b,1,boleto,1,55.0
2015fdddda0f27eaf4ebdf451d70a41e,1,credit_card,4,79.19
4a63bdb264d95eae86109b24b4880aee,1,boleto,1,61.29
b09b18fbceead5d238576060df8d45cc,1,credit_card,2,90.45
ee234bfd26ca588915483995d811c1d0,1,credit_card,10,619.86
fcfe1ea18aae8ae4a08253fd4060a763,1,boleto,1,82.97
7a43bbe9766ce937332b6f9dcba36715,1,boleto,1,52.38
6a4fd1d9a1dbdf8a12102fafa2abeff6,1,credit_card,1,60.24
1488ee1c0dc7439e64d5df80ae9f6089,1,credit_card,3,132.47
b76a3d04749c4594b548c8bf8c76270d,1,credit_card,1,98.33
1a9eb3bcc740324dc4c07ee364ef837d,1,credit_card,5,51.79
629a524cbbd0a42a04f87ad39648d4ca,1,credit_card,3,194.78
4689b1816de42507a7d63a4617383c59,3,voucher,1,56.42
78376bf275535930db73f00a985ef199,1,credit_card,1,186.56
ef26a1bd5203cf613f8150597210abdc,1,credit_card,3,215.14
ee0db22a8e742b752914016708470ec8,1,credit_card,4,167.82
4af95e06a7850779479ce55a62000dac,1,boleto,1,73.8
da36f0ed6b7669628846afd6d75a9a7c,1,credit_card,3,1173.56
eb752d7dd31fae34db80457d17e72ad0,1,credit_card,1,50.26
3486059e0a7914ff9133784944751b3e,1,credit_card,3,126.19
0cafd6a7576a6aae0f891008a87f1546,1,credit_card,1,10.9
cf6d45bae6017043952a20f3457379fd,2,voucher,1,31.17
49df58eca26497b2af5a5685006f9615,1,credit_card,1,35.36
eeae119fa8c06aa988a02dd0a40de8a3,1,boleto,1,36.35
147208427d245b8404fa8a797aa0a2ef,1,credit_card,1,186.01
099b01b8cc6b861aa593247b2f7e0b7b,1,credit_card,8,169.0
ccb3e2fc8477b6fd3e3edf0dad0211b6,1,credit_card,4,235.12
22473977c12e562a85b3713c75e36120,1,boleto,1,171.98
372538516b3d3f36483772cc19b2e433,1,credit_card,2,125.98
23dc1dae65a022e0f216c057e1ad3b72,1,boleto,1,66.1
5627a31940ca40213ead4a6a71e7b386,1,credit_card,1,69.14
e8b4a4b281582a6ea90afb7a0e7a0eb9,1,credit_card,5,101.72
c4583fb919a75c51dfb38e60c34d29c2,1,credit_card,9,96.71
ee9ca989fc93ba09a6eddc250ce01742,8,voucher,1,5.31
9d3c59fdcbaa99d6857084449b8aacd3,1,boleto,1,112.4
39f95a00d83145b299d7b0aeddccd24f,1,credit_card,1,58.6
898377de9edf5bb634bf69bea116a339,1,boleto,1,103.19
844f01e04cbbf8ba9a2ada9f036eb8d2,1,credit_card,1,42.69
5bbc94ad182b8b20ea955b1c3cae7d60,1,credit_card,10,538.07
c05394da933eae4ce6e374978c70998b,1,credit_card,1,76.79
34d79427f2177b6ab8397e13d4233a85,1,credit_card,1,46.78
250eede6202cff2981de57cba5c1b08c,2,voucher,1,25.0
164a6c920f4a6f51223792333af13e24,1,credit_card,2,63.12
809fc33617d44c48deb9b253aa7397ac,1,credit_card,10,114.28
de71f9cb7b28e41118fb7bb28a6b1087,1,credit_card,1,33.9
b6659c7944e48c1be78a188b4d51dbeb,1,credit_card,1,40.05
af4c6eae672d9b20d881b0ef961bee65,1,boleto,1,56.78
bc7a8b1110cf6edfecfcb0a1484f36dd,1,boleto,1,85.6
d8681bf9afb5bfde505998488d3c61fd,1,credit_card,7,103.29
a427db09dd194740f13a3a2c7bcf38bc,2,credit_card,1,69.0
ca1e57dd2789cc1abefc1e5b9a76e26f,1,credit_card,2,42.32
74061a81b1a19f1c62f2f5466d0c2522,1,credit_card,2,144.35
5687ad45d33870c742b2cdacaf758353,1,credit_card,1,69.14
75da883b23f0ee17fc5811bc5573d225,1,credit_card,1,385.42
2f5124f516a7f5e4095ef4325d67c511,1,boleto,1,135.46
893d10bf292ce2aca52ba56c1d741764,1,credit_card,1,254.24
dab8a6c6bd6ec448df5b3a6b6cb887bc,1,boleto,1,121.9
0fb2036805020445edceb236ebe847c8,1,credit_card,2,26.77
84cee5c1b66cfc2dcb7c7834e7169246,1,boleto,1,202.12
a622a08f7c22608bf1f2c546a830de74,1,credit_card,1,105.28
d5f1b4c2e52be04dafb9cdacb1b86921,1,boleto,1,89.75
55d741cba8bfa4db04ec4af34a99cbfe,1,credit_card,2,186.87
9a4ae4d5c3a3dabdf42e5d7ec4203ed2,1,credit_card,10,197.91
80cc641291fcdf79b31212ddd7b175c9,1,credit_card,4,244.72
30a461491fa262d5d6321e3194bbb452,1,credit_card,1,63.83
8bdf9c1234f103cd24f42bbe538bcfeb,1,credit_card,6,78.42
cd3558a10d854487b4f907e9b326a4fc,1,voucher,1,71.8
6c93ca822cc626b24dfbda211ce26e53,1,credit_card,10,118.89
cdd37a2cbee3ccf5fb245f4e19971f31,1,voucher,1,28.09
061b74bca735bb2c1953e40bc098101d,1,credit_card,3,98.88
d4ceda456a12b48a1f8a592aa2070b30,1,credit_card,5,80.88
48e715c549b6c9eb4ac2c75f6df8b01e,1,credit_card,3,220.86
8ff88873f03f1912c00741f8e5ae6c79,1,boleto,1,71.14
b231ac7a6c9bf6113ddfd94e6fec8cd8,1,credit_card,1,123.92
77ac59c6eca2cfec705ad0c804c6b092,1,boleto,1,36.72
498081e5523106ea57b698fb881fb1c8,1,credit_card,1,107.07
a8f7a1d76c02dc4a7c5177aee8c2b02c,1,credit_card,10,236.9
8e71c86d2b713a3391b21218049434f6,1,credit_card,2,127.88
7410535fe6a922518e4f862208c066bf,2,voucher,1,14.18
e051052721cb64f972da9bf551be79e4,1,credit_card,1,223.44
82448518c158621499c410430165ac1d,1,credit_card,9,408.82
62076e9aa47cedb799ddc84812264c9e,1,credit_card,8,87.44
0e3e9e19e36c877fbd3decb94152e837,1,boleto,1,652.92
2650915aaf92c36da9a8f87debb7bb59,1,credit_card,10,150.3
64bf74354f2ce35678e99356584d3a2f,1,credit_card,1,31.01
9c781d427857ca8dee49b22614eb9e39,2,credit_card,3,742.51
0bbb3f7791a87d0307555e57da3a1ff1,7,voucher,1,14.92
94153bbf95f273c5b6c342d2acc6d017,1,credit_card,3,61.05
6cf51ab464bdd9f7b282f5fe72391383,1,credit_card,1,64.17
1be51feefcd481bee3118900e6777057,3,voucher,1,8.77
e760cfb29c60e22956a48ad4c4e6a639,1,boleto,1,31.84
fd4c3a2912e854eedd463b329540da4b,1,credit_card,1,1395.76
1093c8304c7a003280dd34598194913d,1,credit_card,3,36.01
a0123fbd74e1c68d8f3f46d14a07de6a,1,credit_card,8,301.35
b74fdd0e8b23aa49b5d32de02043bf69,1,boleto,1,136.23
8b1a95230c9ecbd01c91b80ba1f99a32,1,credit_card,1,109.47
b10350ed7f626af6db79354ad0e056c1,1,credit_card,2,156.56
22fe036a63b56dfae665a7e584138f37,1,credit_card,10,292.47
9a92634d7c186b507d82bd00823929a2,1,voucher,1,67.29
29182856a24c6eeb1d7b81ba1fe63190,6,voucher,1,6.55
874c1e6189681d0a986279d2055bdceb,1,credit_card,3,46.0
57c432fd96e9d52639f048eb1b2a5b10,1,boleto,1,176.83
e64219e0a4f33d57e6dbb217dfa73564,1,credit_card,4,46.84
0357e50e9686e55b75e6873a97993075,1,boleto,1,63.51
9f8177425941a76fb6aece9cb6d05660,1,credit_card,7,173.88
ec07c952b2e699cd885db38a3c9362f9,1,credit_card,1,7.32
510d53ecef0e951a4c0cf058f579b626,1,credit_card,6,603.03
a86fc4e81f6a746ed3fe4495a242e3e4,1,credit_card,2,367.79
a058c79008ed0d21597ac66af7733642,1,credit_card,2,163.53
81aa3cffc965f29788470b3e2550da67,1,boleto,1,37.38
a84c6f3ee879e72955a3fcaa2dc55771,1,boleto,1,205.98
30ff43d8703d375269c1675af737bda7,1,credit_card,1,95.98
c8332aa7a15349000b30b596b50a98f4,1,credit_card,7,213.04
92513c17b1e446ae2b162527361b595e,1,credit_card,3,68.62
f75f6ef2200a609b9a11d7650ae623f2,2,voucher,1,18.6
a61a5c36b1749690eb8fd91ea1b0ada4,1,boleto,1,70.35
2c8740f9df6d253c15dc035eba80ebed,1,credit_card,3,187.67
f5068e06e9de577bdbfcb519ff9fb5c5,1,credit_card,1,192.3
21cf2a548764530e2638e941f0dc7fed,1,credit_card,2,150.37
1a35a638a0ccea24d66ae229e2d5d9d8,1,credit_card,4,325.95
0dc7533a0c0ca1829f5a42eabed32f0a,1,credit_card,10,2325.22
c24b8b41e6857d59a27f2b150bb669d9,1,boleto,1,93.41
0217ad862ae7391cc3964c07ce3d6ea1,1,credit_card,3,117.85
43ad25e09be659b55ed165e2dd94f360,1,credit_card,2,159.83
c2cf3ca69af4ed31917198c6ba97107e,1,boleto,1,765.76
e9e64a17afa9653aacf2616d94c005b8,1,boleto,1,144.56
afd09879ff7489d300d0ebeab6348e35,1,credit_card,3,38.09
793600b6f83c44827bd1d480fbde321f,1,credit_card,5,153.4
9244c5e7b61a5ec0c86191bb1a727ed2,1,credit_card,8,236.72
a20244bef3bafb6f4d37e3603539336d,1,credit_card,10,1173.44
408b675f9e40be5250625c8c70472409,1,boleto,1,158.98
9a602e9f9b1dff857011b7aa548030f1,1,credit_card,6,142.54
25f5fa53bb18e8f31ee6911fcc833414,1,credit_card,4,45.13
8451a3ca4e5da55d9398b9a7bdd69ebf,1,credit_card,4,59.75
8a7c3a3a48dbc1c76fb4e7e5844d5584,1,credit_card,2,249.54
016706d732e79b49035275c048edb2c4,1,credit_card,1,65.0
6299705212aa08256a85fb33aecfa7ac,1,credit_card,8,168.36
383bb8b07361166ea86f3f4b51e96ff7,1,credit_card,1,42.06
b063bf13bfec7c847d7a6bdb54554c00,1,credit_card,10,104.79
370e2e6c1a9fd451eb7f0852daa3b006,11,voucher,1,6.49
a8011c5b1b6536063a53c05cabf56bb0,1,credit_card,1,31.77
02ec4da9d03014f06d711d60eb37cc22,2,voucher,1,75.97
6e0261934103e060a0bed9e878373374,1,credit_card,2,61.51
5ce8ed74908cd24bd6b5138292ec7b04,1,credit_card,2,126.72
14363bf0e98e4ac853c49e2e1b316014,1,credit_card,4,225.04
08ee9c1b1da47ffd2a7c7163aa134b16,1,credit_card,1,32.92
8e78a66489b3861f846342d4b158c8f4,1,credit_card,2,158.13
1a2dfbf5bcc5c3587728996088ba03f2,1,credit_card,1,38.01
c7c8b7eca811b5f2d08999ad1c3e4f9d,1,credit_card,2,147.78
5965bbd72c3ca0d9634419437ca53897,1,credit_card,10,147.99
2322d66af2e4fa6e3d854b5249ca9f6a,1,credit_card,1,80.1
ef1f03f43bc6cbad70025fec6b2d369b,1,boleto,1,184.2
fdbbb1715d0c62c714e2a8178b95dd54,1,credit_card,1,69.14
092a7de4b983f4ee3e77af64e2f8c9e8,1,credit_card,1,0.59
df3094913bc127b3b866783f3a915565,1,credit_card,3,114.33
c1556665d5eda63ad0a01cb682e2ad6d,1,debit_card,1,54.14
370e2e6c1a9fd451eb7f0852daa3b006,1,credit_card,1,38.58
94c753ff371f05e68a157809f9cda46d,1,boleto,1,36.69
451d82f07a1528cdce26398f1f04f8f7,1,credit_card,2,314.54
3d521dbaec823d745bc7657d32442975,3,voucher,1,82.09
966f96af9d189dc428ff04ebbca821b8,1,credit_card,3,142.34
1e16f42e33100a56e1408cceb4846f2b,1,credit_card,5,64.4
d077407f0f6dccff3bb4224b3aaec82d,1,credit_card,1,22.29
168a50979a16bb744fe45d11356ebedc,1,credit_card,3,66.59
078f6a01964ee122ef20881df839af31,1,credit_card,10,2419.2
e949e43f455d61de5d481021b84e66c6,1,credit_card,3,103.04
df77e62df88949a20bf8bb2c2d9cb2ed,1,boleto,1,110.2
8a027244dea2edca1449d9150e74eb45,1,credit_card,1,119.52
ed2f80d07bcb176e6097b0a730d3d53d,1,boleto,1,219.89
bc8015ad7d68e2f870c4b6f319c88f0b,1,credit_card,2,113.71
20ff9b4b339b20ef47cfcda736a17a52,2,voucher,1,47.77
c344961ac6be05910dfb619e443ca671,1,credit_card,1,112.92
294b367987f073eb316ecef17f1078a0,1,credit_card,1,75.06
8e4090f70c05cc129247bc0edc095dbd,1,credit_card,2,108.11
fdd647b689626410b725d1cce2ddf37c,1,boleto,1,46.09
71d85c2db870a3606e1ef292aec2d5b0,1,credit_card,2,74.74
847ce38c5fcd5423e7409a0f9314a19a,1,credit_card,1,41.22
d80776183a62be9d9a9eb2dd9b8e92bb,1,credit_card,3,92.06
cf101c3abd3c061ca9f78c1bbb1125af,11,voucher,1,8.46
ecae73914f65a01db35cc609281364ef,1,credit_card,3,154.63
2dee1b58f6f3c724427ad545adf6d5e4,1,credit_card,2,128.34
7174ecbb9386dc1387ffb830640d7411,1,credit_card,1,42.86
6d58638e32674bebee793a47ac4cbadc,7,voucher,1,10.45
ada852cf7a2944b2980679fbf593bf6e,1,credit_card,4,45.53
e1e39308201436c191f69c423662c648,1,credit_card,7,224.1
c272bcd21c287498b4883c7512019702,1,credit_card,1,97.68
315f7759c3f6557f50e47798ccd673a3,2,voucher,1,9.23
8d6342c5d498f0042ad00193ce3038c8,1,boleto,1,386.81
e8e5d972d73d38807a474519f2f23658,1,credit_card,5,115.36
570daa876f56bc4b6b5e503e01318c0e,1,credit_card,4,82.42
20085191cbcabee83a2016eb4a9fbf21,1,credit_card,2,103.5
67e38e175cf79b1600eab312aec838c0,1,credit_card,2,262.39
2325d666957d7dff6712511c743fb2ff,1,credit_card,5,53.1
07b9210fa8f57b996c79cb931e817393,1,boleto,1,48.13
ee85f19387464b0c9f70dfb6f5005a18,1,credit_card,2,73.56
724a9c4449f1ff54ffe60064715811e1,1,credit_card,3,79.43
e40632c1a86bf79342051a1ed16149c3,1,credit_card,1,27.23
96ed110f6c91b349ff7ab376c8fa9400,1,credit_card,1,7.09
8510aa728676190536f53ffdc5a8010c,1,credit_card,1,116.13
afd71840756746edd2c71bd69b2e904e,2,credit_card,2,21.68
f280a33d2c98180e655aaca0e9b48cfe,1,boleto,1,319.11
d191ac7a9642a12d39419f26f43f800c,1,credit_card,8,183.92
dc96a12713fb7cbfd8feac4ab0b8f2a2,8,voucher,1,30.0
1daa6ab0e228948b72015ab51ea288f6,1,credit_card,1,122.9
6ed043d494d076830babf38c25630d86,1,credit_card,10,341.51
4507dd7dedf9adef4850d18ba67130ef,1,credit_card,6,61.01
216abf06d82d5abe6b9f5eaffeba374b,1,credit_card,2,186.84
e0c83ad159e2cd8db050164ca8b9b9b5,1,credit_card,8,381.9
f6eff1e7a78b73bc93814ee0fa7883cd,1,credit_card,1,384.79
15b9bbc3bfc272e14a8da450ed7867c2,1,credit_card,2,82.5
5e0eae0316373e1459c05b539e18f060,1,credit_card,1,27.68
eadaca4f30575b6c3a4c4efebce9d252,1,credit_card,10,940.65
e124baaf335d4ab03e2130c04d979065,1,credit_card,6,136.1
d08c5166c66141d063d3f11027334ac9,1,credit_card,2,128.21
e55d0223c37b4e75982efffd10fcdd39,1,boleto,1,35.0
c634bb8a8e3ca4f7c67b8d92e7a0740c,1,debit_card,1,51.3
895ab968e7bb0d5659d16cd74cd1650c,17,voucher,1,16.7
3e70edc835c9b04809623f518a513d00,1,credit_card,10,540.53
abcc5ea8b9b32d146d24e625bd1d002e,1,credit_card,1,32.29
f8033eab5248939afe7fa7feb4ac4866,3,voucher,1,25.0
3f985ce98bdc814ea229189923a81f2b,1,credit_card,1,142.02
be8b50c8a24a137dbed81d6c202e8d64,1,credit_card,10,407.36
ccf804e764ed5650cd8759557269dc13,19,voucher,1,1.68
d88be96a5455ddcd7827994d95774b0d,1,credit_card,3,226.72
d775e0b3f1085ff46d9c4c3d9b125e4c,1,credit_card,10,212.02
3716cd16bc2a97768309209eb4d4c6a7,1,credit_card,2,142.02
e70aa4ace2e2d3140d4b09564030f5b9,1,credit_card,1,26.39
8ee92f80d48a27d627bf77accdda8346,1,credit_card,5,64.94
dd7466999a78895066f04b645789deb3,1,credit_card,1,45.09
638f79643fd5681c6e6c6ef1f1ab700d,1,credit_card,2,198.12
d744783ed2ace06cac647a9e64dcbcfd,11,voucher,1,1.47
ea64e33ee8ce74c882574ddc97a4f10e,1,credit_card,1,143.35
338d127554d67a15cb4e257742847056,1,credit_card,3,1140.58
4fe48790875f264fd93c9009892c3e39,1,credit_card,2,97.05
2c21824a21b2ab2474f6e330771fe766,1,credit_card,3,275.08
21577126c19bf11a0b91592e5844ba78,10,voucher,1,9.34
8cb7144be7be61b57614e79ece54a225,1,boleto,1,49.78
3eae7531a136877d61e1aaea2684fcea,1,credit_card,5,358.59
058a48943f3034afea88ff56b960dfdb,1,credit_card,5,62.1
81928f41f8a362d614d4e4073d24de07,1,credit_card,3,804.72
5b5474feb28b0c13b0da3b019883a9c2,1,credit_card,3,150.56
b68d69564a79dea4776afa33d1d2fcab,1,credit_card,9,262.37
edb5ab08b946e1947a7cbb9f7752594c,1,credit_card,3,284.71
959736e06ddf68235a3bd98b1bf8edba,1,credit_card,5,95.09
d9bde3a634ec04252eceffc6bef25ee0,1,credit_card,2,76.02
fcd0f8a6842216f0d6d5a217883eb711,1,boleto,1,74.2
c3708e02f3ae7cf8e715ce16e826e952,1,credit_card,1,80.69
55a8deb1ea82e104b019fa982402c685,1,credit_card,1,48.34
4e233b40b72c7a074309dc423a0320e6,1,boleto,1,113.76
364f451ee38a4268d7c15d317021eb35,8,voucher,1,14.82
48f2d0b950703bfb145b7c3c0641b4bb,4,voucher,1,8.88
46e0714284d1eddaea3742d19ed0adf5,1,credit_card,4,66.1
12e1495369c542f003eb3ca480f924e3,1,credit_card,3,139.71
dd38e535112fb5094b53b1997c4eda52,1,voucher,1,573.68
5352e5739f5e5d0fb4d12c4fd4ca8bf5,2,voucher,1,9.17
ccfa13cff25aa5ad005e434ac68acaaa,1,boleto,1,38.09
048f3e9b77a965f84a501a7f29076128,1,credit_card,10,454.48
5965b589a33443dd1f820eb7df39762a,1,boleto,1,19.62
f2963764a8f4f435ab860e2e8c633d39,1,credit_card,4,123.27
bfbf87cc2829df6adac299ab0cc012bc,1,credit_card,3,251.82
c6eb5dced200e49271f44b142658b6bb,1,credit_card,2,41.93
fac5aea2eb44617d8aab053d9172f29a,1,credit_card,4,99.84
1308401e91987ef9e69d495e612e7919,1,credit_card,10,235.9
092a7de4b983f4ee3e77af64e2f8c9e8,2,voucher,1,29.64
cb303a906d3da8596487dc9de116fae8,1,credit_card,1,23.2
d4ca24b86fdfe3b7d4d13f19974a2bce,1,credit_card,3,290.58
b044c65688e70eb150a89745a0016177,1,boleto,1,32.09
b405825393f5c6c990926ccaf70d2fd9,1,voucher,1,144.43
518a89db9918a8553dbc760454cc7634,1,credit_card,1,139.8
bab0f0b79b3da1f56810300638d94112,2,voucher,1,46.72
5433a0ef395e151f154279cd3fcde661,1,credit_card,6,158.45
20e7aeef769c8bce239b914e5cc7c48a,1,credit_card,1,101.73
